movieId,title,genres,combined_features
592,Batman (1989),Action|Adventure|Crime|Drama,Batman (1989) Action|Adventure|Crime|Drama
593,"Silence of the Lambs, The (1991)",Drama|Thriller,"Silence of the Lambs, The (1991) Drama|Thriller"
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,Snow White and the Seven Dwarfs (1937) Animation|Children's|Musical
595,Beauty and the Beast (1991),Animation|Children's|Musical,Beauty and the Beast (1991) Animation|Children's|Musical
596,Pinocchio (1940),Animation|Children's,Pinocchio (1940) Animation|Children's
597,Pretty Woman (1990),Comedy|Romance,Pretty Woman (1990) Comedy|Romance
598,Window to Paris (1994),Comedy,Window to Paris (1994) Comedy
599,"Wild Bunch, The (1969)",Western,"Wild Bunch, The (1969) Western"
600,Love and a .45 (1994),Thriller,Love and a .45 (1994) Thriller
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,"Wooden Man's Bride, The (Wu Kui) (1994) Drama"
602,"Great Day in Harlem, A (1994)",Documentary,"Great Day in Harlem, A (1994) Documentary"
603,"Bye Bye, Love (1995)",Comedy,"Bye Bye, Love (1995) Comedy"
604,Criminals (1996),Documentary,Criminals (1996) Documentary
605,One Fine Day (1996),Drama|Romance,One Fine Day (1996) Drama|Romance
606,Candyman: Farewell to the Flesh (1995),Horror,Candyman: Farewell to the Flesh (1995) Horror
607,Century (1993),Drama,Century (1993) Drama
608,Fargo (1996),Crime|Drama|Thriller,Fargo (1996) Crime|Drama|Thriller
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,Homeward Bound II: Lost in San Francisco (1996) Adventure|Children's
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Heavy Metal (1981) Action|Adventure|Animation|Horror|Sci-Fi
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Hellraiser: Bloodline (1996) Action|Horror|Sci-Fi
612,"Pallbearer, The (1996)",Comedy,"Pallbearer, The (1996) Comedy"
613,Jane Eyre (1996),Drama|Romance,Jane Eyre (1996) Drama|Romance
614,Loaded (1994),Drama|Thriller,Loaded (1994) Drama|Thriller
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,Bread and Chocolate (Pane e cioccolata) (1973) Drama
616,"Aristocats, The (1970)",Animation|Children's,"Aristocats, The (1970) Animation|Children's"
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,"Flower of My Secret, The (La Flor de Mi Secreto) (1995) Drama"
618,Two Much (1996),Comedy|Romance,Two Much (1996) Comedy|Romance
619,Ed (1996),Comedy,Ed (1996) Comedy
620,Scream of Stone (Schrei aus Stein) (1991),Drama,Scream of Stone (Schrei aus Stein) (1991) Drama
621,My Favorite Season (1993),Drama,My Favorite Season (1993) Drama
623,"Modern Affair, A (1995)",Romance,"Modern Affair, A (1995) Romance"
624,Condition Red (1995),Action|Drama|Thriller,Condition Red (1995) Action|Drama|Thriller
625,Asfour Stah (1990),Drama,Asfour Stah (1990) Drama
626,"Thin Line Between Love and Hate, A (1996)",Comedy,"Thin Line Between Love and Hate, A (1996) Comedy"
627,"Last Supper, The (1995)",Drama|Thriller,"Last Supper, The (1995) Drama|Thriller"
628,Primal Fear (1996),Drama|Thriller,Primal Fear (1996) Drama|Thriller
629,Rude (1995),Drama,Rude (1995) Drama
630,Carried Away (1996),Drama|Romance,Carried Away (1996) Drama|Romance
631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,All Dogs Go to Heaven 2 (1996) Animation|Children's|Musical
632,Land and Freedom (Tierra y libertad) (1995),War,Land and Freedom (Tierra y libertad) (1995) War
633,Denise Calls Up (1995),Comedy,Denise Calls Up (1995) Comedy
634,Theodore Rex (1995),Comedy,Theodore Rex (1995) Comedy
635,"Family Thing, A (1996)",Comedy|Drama,"Family Thing, A (1996) Comedy|Drama"
636,Frisk (1995),Drama,Frisk (1995) Drama
637,Sgt. Bilko (1996),Comedy,Sgt. Bilko (1996) Comedy
638,Jack and Sarah (1995),Romance,Jack and Sarah (1995) Romance
639,Girl 6 (1996),Comedy,Girl 6 (1996) Comedy
640,Diabolique (1996),Drama|Thriller,Diabolique (1996) Drama|Thriller
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,"Little Indian, Big City (Un indien dans la ville) (1994) Comedy"
642,Roula (1995),Drama,Roula (1995) Drama
643,Peanuts - Die Bank zahlt alles (1996),Comedy,Peanuts - Die Bank zahlt alles (1996) Comedy
644,Happy Weekend (1996),Comedy,Happy Weekend (1996) Comedy
645,Nelly & Monsieur Arnaud (1995),Drama,Nelly & Monsieur Arnaud (1995) Drama
647,Courage Under Fire (1996),Drama|War,Courage Under Fire (1996) Drama|War
648,Mission: Impossible (1996),Action|Adventure|Mystery,Mission: Impossible (1996) Action|Adventure|Mystery
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,Cold Fever (Á köldum klaka) (1994) Comedy|Drama
650,Moll Flanders (1996),Drama,Moll Flanders (1996) Drama
651,"Superweib, Das (1996)",Comedy,"Superweib, Das (1996) Comedy"
652,"301, 302 (1995)",Mystery,"301, 302 (1995) Mystery"
653,Dragonheart (1996),Action|Adventure|Fantasy,Dragonheart (1996) Action|Adventure|Fantasy
654,Und keiner weint mir nach (1996),Drama|Romance,Und keiner weint mir nach (1996) Drama|Romance
655,Mutters Courage (1995),Comedy,Mutters Courage (1995) Comedy
656,Eddie (1996),Comedy,Eddie (1996) Comedy
657,Yankee Zulu (1994),Comedy|Drama,Yankee Zulu (1994) Comedy|Drama
658,Billy's Holiday (1995),Drama,Billy's Holiday (1995) Drama
659,Purple Noon (1960),Crime|Thriller,Purple Noon (1960) Crime|Thriller
660,August (1996),Drama,August (1996) Drama
661,James and the Giant Peach (1996),Animation|Children's|Musical,James and the Giant Peach (1996) Animation|Children's|Musical
662,Fear (1996),Thriller,Fear (1996) Thriller
663,Kids in the Hall: Brain Candy (1996),Comedy,Kids in the Hall: Brain Candy (1996) Comedy
664,Faithful (1996),Comedy,Faithful (1996) Comedy
665,Underground (1995),War,Underground (1995) War
666,All Things Fair (1996),Drama,All Things Fair (1996) Drama
667,Bloodsport 2 (1995),Action,Bloodsport 2 (1995) Action
668,Pather Panchali (1955),Drama,Pather Panchali (1955) Drama
669,Aparajito (1956),Drama,Aparajito (1956) Drama
670,"World of Apu, The (Apur Sansar) (1959)",Drama,"World of Apu, The (Apur Sansar) (1959) Drama"
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Mystery Science Theater 3000: The Movie (1996) Comedy|Sci-Fi
672,Tarantella (1995),Drama,Tarantella (1995) Drama
673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,Space Jam (1996) Adventure|Animation|Children's|Comedy|Fantasy
674,Barbarella (1968),Adventure|Sci-Fi,Barbarella (1968) Adventure|Sci-Fi
675,Hostile Intentions (1994),Action|Drama|Thriller,Hostile Intentions (1994) Action|Drama|Thriller
676,They Bite (1996),Drama,They Bite (1996) Drama
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,Some Folks Call It a Sling Blade (1993) Drama|Thriller
679,"Run of the Country, The (1995)",Drama,"Run of the Country, The (1995) Drama"
680,Alphaville (1965),Sci-Fi,Alphaville (1965) Sci-Fi
681,Clean Slate (Coup de Torchon) (1981),Crime,Clean Slate (Coup de Torchon) (1981) Crime
682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,Tigrero: A Film That Was Never Made (1994) Documentary|Drama
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,"Eye of Vichy, The (Oeil de Vichy, L') (1993) Documentary"
684,Windows (1980),Drama,Windows (1980) Drama
685,It's My Party (1995),Drama,It's My Party (1995) Drama
687,Country Life (1994),Drama|Romance,Country Life (1994) Drama|Romance
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Operation Dumbo Drop (1995) Action|Adventure|Comedy|War
690,"Promise, The (Versprechen, Das) (1994)",Romance,"Promise, The (Versprechen, Das) (1994) Romance"
691,Mrs. Winterbourne (1996),Comedy|Romance,Mrs. Winterbourne (1996) Comedy|Romance
692,Solo (1996),Action|Sci-Fi|Thriller,Solo (1996) Action|Sci-Fi|Thriller
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,Under the Domin Tree (Etz Hadomim Tafus) (1994) Drama
694,"Substitute, The (1996)",Action,"Substitute, The (1996) Action"
695,True Crime (1995),Mystery|Thriller,True Crime (1995) Mystery|Thriller
696,Butterfly Kiss (1995),Thriller,Butterfly Kiss (1995) Thriller
697,Feeling Minnesota (1996),Drama|Romance,Feeling Minnesota (1996) Drama|Romance
698,Delta of Venus (1994),Drama,Delta of Venus (1994) Drama
699,To Cross the Rubicon (1991),Drama,To Cross the Rubicon (1991) Drama
700,Angus (1995),Comedy,Angus (1995) Comedy
701,Daens (1992),Drama,Daens (1992) Drama
702,Faces (1968),Drama,Faces (1968) Drama
703,Boys (1996),Drama,Boys (1996) Drama
704,"Quest, The (1996)",Action|Adventure,"Quest, The (1996) Action|Adventure"
705,Cosi (1996),Comedy,Cosi (1996) Comedy
706,Sunset Park (1996),Drama,Sunset Park (1996) Drama
707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,Mulholland Falls (1996) Crime|Film-Noir|Thriller
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,"Truth About Cats & Dogs, The (1996) Comedy|Romance"
709,Oliver & Company (1988),Animation|Children's,Oliver & Company (1988) Animation|Children's
710,Celtic Pride (1996),Comedy,Celtic Pride (1996) Comedy
711,Flipper (1996),Adventure|Children's,Flipper (1996) Adventure|Children's
712,Captives (1994),Drama,Captives (1994) Drama
713,Of Love and Shadows (1994),Drama,Of Love and Shadows (1994) Drama
714,Dead Man (1995),Western,Dead Man (1995) Western
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995) Drama"
716,Switchblade Sisters (1975),Crime,Switchblade Sisters (1975) Crime
717,Mouth to Mouth (Boca a boca) (1995),Comedy,Mouth to Mouth (Boca a boca) (1995) Comedy
718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,"Visitors, The (Les Visiteurs) (1993) Comedy|Sci-Fi"
719,Multiplicity (1996),Comedy,Multiplicity (1996) Comedy
720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,Wallace & Gromit: The Best of Aardman Animation (1996) Animation
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,Halfmoon (Paul Bowles - Halbmond) (1995) Drama
722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,"Haunted World of Edward D. Wood Jr., The (1995) Documentary"
723,Two Friends (1986),Drama,Two Friends (1986) Drama
724,"Craft, The (1996)",Drama|Horror,"Craft, The (1996) Drama|Horror"
725,"Great White Hype, The (1996)",Comedy,"Great White Hype, The (1996) Comedy"
726,Last Dance (1996),Drama,Last Dance (1996) Drama
727,War Stories (1995),Documentary,War Stories (1995) Documentary
728,Cold Comfort Farm (1995),Comedy,Cold Comfort Farm (1995) Comedy
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,"Institute Benjamenta, or This Dream People Call Human Life (1995) Drama"
730,"Low Life, The (1994)",Drama,"Low Life, The (1994) Drama"
731,Heaven's Prisoners (1996),Mystery|Thriller,Heaven's Prisoners (1996) Mystery|Thriller
732,Original Gangstas (1996),Crime,Original Gangstas (1996) Crime
733,"Rock, The (1996)",Action|Adventure|Thriller,"Rock, The (1996) Action|Adventure|Thriller"
734,Getting Away With Murder (1996),Comedy,Getting Away With Murder (1996) Comedy
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,Cemetery Man (Dellamorte Dellamore) (1994) Comedy|Horror
736,Twister (1996),Action|Adventure|Romance|Thriller,Twister (1996) Action|Adventure|Romance|Thriller
737,Barb Wire (1996),Action|Sci-Fi,Barb Wire (1996) Action|Sci-Fi
738,"Garcu, Le (1995)",Drama,"Garcu, Le (1995) Drama"
739,Honigmond (1996),Comedy,Honigmond (1996) Comedy
741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,Ghost in the Shell (Kokaku kidotai) (1995) Animation|Sci-Fi
742,Thinner (1996),Horror|Thriller,Thinner (1996) Horror|Thriller
743,Spy Hard (1996),Comedy,Spy Hard (1996) Comedy
744,Brothers in Trouble (1995),Drama,Brothers in Trouble (1995) Drama
745,"Close Shave, A (1995)",Animation|Comedy|Thriller,"Close Shave, A (1995) Animation|Comedy|Thriller"
746,Force of Evil (1948),Film-Noir,Force of Evil (1948) Film-Noir
747,"Stupids, The (1996)",Comedy,"Stupids, The (1996) Comedy"
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,"Arrival, The (1996) Action|Sci-Fi|Thriller"
749,"Man from Down Under, The (1943)",Drama,"Man from Down Under, The (1943) Drama"
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) Sci-Fi|War
751,Careful (1992),Comedy,Careful (1992) Comedy
752,Vermont Is For Lovers (1992),Comedy|Romance,Vermont Is For Lovers (1992) Comedy|Romance
753,"Month by the Lake, A (1995)",Comedy|Drama,"Month by the Lake, A (1995) Comedy|Drama"
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,Gold Diggers: The Secret of Bear Mountain (1995) Adventure|Children's
755,Kim (1950),Children's|Drama,Kim (1950) Children's|Drama
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,Carmen Miranda: Bananas Is My Business (1994) Documentary
757,Ashes of Time (1994),Drama,Ashes of Time (1994) Drama
758,"Jar, The (Khomreh) (1992)",Drama,"Jar, The (Khomreh) (1992) Drama"
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Maya Lin: A Strong Clear Vision (1994) Documentary
760,Stalingrad (1993),War,Stalingrad (1993) War
761,"Phantom, The (1996)",Adventure,"Phantom, The (1996) Adventure"
762,Striptease (1996),Comedy|Crime,Striptease (1996) Comedy|Crime
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,"Last of the High Kings, The (a.k.a. Summer Fling) (1996) Drama"
764,Heavy (1995),Drama|Romance,Heavy (1995) Drama|Romance
765,Jack (1996),Comedy|Drama,Jack (1996) Comedy|Drama
766,I Shot Andy Warhol (1996),Drama,I Shot Andy Warhol (1996) Drama
767,"Grass Harp, The (1995)",Drama,"Grass Harp, The (1995) Drama"
768,Someone Else's America (1995),Drama,Someone Else's America (1995) Drama
769,Marlene Dietrich: Shadow and Light (1996),Documentary,Marlene Dietrich: Shadow and Light (1996) Documentary
770,Costa Brava (1946),Drama,Costa Brava (1946) Drama
771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,"Vie est belle, La (Life is Rosey) (1987) Comedy|Drama"
772,Quartier Mozart (1992),Comedy,Quartier Mozart (1992) Comedy
773,Touki Bouki (Journey of the Hyena) (1973),Drama,Touki Bouki (Journey of the Hyena) (1973) Drama
774,Wend Kuuni (God's Gift) (1982),Drama,Wend Kuuni (God's Gift) (1982) Drama
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,Spirits of the Dead (Tre Passi nel Delirio) (1968) Horror
776,Babyfever (1994),Comedy|Drama,Babyfever (1994) Comedy|Drama
777,Pharaoh's Army (1995),War,Pharaoh's Army (1995) War
778,Trainspotting (1996),Drama,Trainspotting (1996) Drama
779,'Til There Was You (1997),Drama|Romance,'Til There Was You (1997) Drama|Romance
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,Independence Day (ID4) (1996) Action|Sci-Fi|War
781,Stealing Beauty (1996),Drama,Stealing Beauty (1996) Drama
782,"Fan, The (1996)",Thriller,"Fan, The (1996) Thriller"
783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,"Hunchback of Notre Dame, The (1996) Animation|Children's|Musical"
784,"Cable Guy, The (1996)",Comedy,"Cable Guy, The (1996) Comedy"
785,Kingpin (1996),Comedy,Kingpin (1996) Comedy
786,Eraser (1996),Action|Thriller,Eraser (1996) Action|Thriller
787,"Gate of Heavenly Peace, The (1995)",Documentary,"Gate of Heavenly Peace, The (1995) Documentary"
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"Nutty Professor, The (1996) Comedy|Fantasy|Romance|Sci-Fi"
789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,"I, Worst of All (Yo, la peor de todas) (1990) Drama"
790,An Unforgettable Summer (1994),Drama,An Unforgettable Summer (1994) Drama
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995) Documentary"
792,"Hungarian Fairy Tale, A (1987)",Fantasy,"Hungarian Fairy Tale, A (1987) Fantasy"
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993) Drama
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,Midnight Dancers (Sibak) (1994) Comedy|Drama
795,Somebody to Love (1994),Drama,Somebody to Love (1994) Drama
796,"Very Natural Thing, A (1974)",Drama,"Very Natural Thing, A (1974) Drama"
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991) Comedy"
798,Daylight (1996),Action|Adventure|Thriller,Daylight (1996) Action|Adventure|Thriller
799,"Frighteners, The (1996)",Comedy|Horror,"Frighteners, The (1996) Comedy|Horror"
800,Lone Star (1996),Drama|Mystery,Lone Star (1996) Drama|Mystery
801,Harriet the Spy (1996),Children's|Comedy,Harriet the Spy (1996) Children's|Comedy
802,Phenomenon (1996),Drama|Romance,Phenomenon (1996) Drama|Romance
803,Walking and Talking (1996),Romance,Walking and Talking (1996) Romance
804,She's the One (1996),Comedy|Romance,She's the One (1996) Comedy|Romance
805,"Time to Kill, A (1996)",Drama,"Time to Kill, A (1996) Drama"
806,American Buffalo (1996),Drama,American Buffalo (1996) Drama
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995) Comedy|Romance"
808,Alaska (1996),Adventure|Children's,Alaska (1996) Adventure|Children's
809,Fled (1996),Action|Adventure,Fled (1996) Action|Adventure
810,Kazaam (1996),Children's|Comedy|Fantasy,Kazaam (1996) Children's|Comedy|Fantasy
811,"Bewegte Mann, Der (1994)",Comedy,"Bewegte Mann, Der (1994) Comedy"
812,Magic Hunter (1994),Drama,Magic Hunter (1994) Drama
813,Larger Than Life (1996),Comedy,Larger Than Life (1996) Comedy
814,"Boy Called Hate, A (1995)",Drama,"Boy Called Hate, A (1995) Drama"
815,Power 98 (1995),Action|Mystery|Thriller,Power 98 (1995) Action|Mystery|Thriller
816,Two Deaths (1995),Drama,Two Deaths (1995) Drama
818,"Very Brady Sequel, A (1996)",Comedy,"Very Brady Sequel, A (1996) Comedy"
819,Stefano Quantestorie (1993),Comedy|Drama,Stefano Quantestorie (1993) Comedy|Drama
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,"Death in the Garden (Mort en ce jardin, La) (1956) Drama"
821,"Crude Oasis, The (1995)",Romance,"Crude Oasis, The (1995) Romance"
822,Hedd Wyn (1992),Drama,Hedd Wyn (1992) Drama
823,"Collectionneuse, La (1967)",Drama,"Collectionneuse, La (1967) Drama"
824,Kaspar Hauser (1993),Drama,Kaspar Hauser (1993) Drama
825,Echte Kerle (1996),Comedy|Romance,Echte Kerle (1996) Comedy|Romance
826,Diebinnen (1995),Drama,Diebinnen (1995) Drama
827,"Convent, The (Convento, O) (1995)",Drama,"Convent, The (Convento, O) (1995) Drama"
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,"Adventures of Pinocchio, The (1996) Adventure|Children's"
829,Joe's Apartment (1996),Comedy|Musical,Joe's Apartment (1996) Comedy|Musical
830,"First Wives Club, The (1996)",Comedy,"First Wives Club, The (1996) Comedy"
831,Stonewall (1995),Drama,Stonewall (1995) Drama
832,Ransom (1996),Drama|Thriller,Ransom (1996) Drama|Thriller
833,High School High (1996),Comedy,High School High (1996) Comedy
834,Phat Beach (1996),Comedy,Phat Beach (1996) Comedy
835,Foxfire (1996),Drama,Foxfire (1996) Drama
836,Chain Reaction (1996),Action|Adventure|Thriller,Chain Reaction (1996) Action|Adventure|Thriller
837,Matilda (1996),Children's|Comedy,Matilda (1996) Children's|Comedy
838,Emma (1996),Comedy|Drama|Romance,Emma (1996) Comedy|Drama|Romance
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Crow: City of Angels, The (1996) Action|Thriller"
840,House Arrest (1996),Comedy,House Arrest (1996) Comedy
841,Eyes Without a Face (1959),Horror,Eyes Without a Face (1959) Horror
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,Tales from the Crypt Presents: Bordello of Blood (1996) Horror
843,Lotto Land (1995),Drama,Lotto Land (1995) Drama
844,"Story of Xinghua, The (1993)",Drama,"Story of Xinghua, The (1993) Drama"
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,"Day the Sun Turned Cold, The (Tianguo niezi) (1994) Drama"
846,Flirt (1995),Drama,Flirt (1995) Drama
847,"Big Squeeze, The (1996)",Comedy|Drama,"Big Squeeze, The (1996) Comedy|Drama"
848,"Spitfire Grill, The (1996)",Drama,"Spitfire Grill, The (1996) Drama"
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Escape from L.A. (1996) Action|Adventure|Sci-Fi|Thriller
850,Cyclo (1995),Crime|Drama,Cyclo (1995) Crime|Drama
851,Basquiat (1996),Drama,Basquiat (1996) Drama
852,Tin Cup (1996),Comedy|Romance,Tin Cup (1996) Comedy|Romance
853,Dingo (1992),Drama,Dingo (1992) Drama
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,"Ballad of Narayama, The (Narayama Bushiko) (1958) Drama"
855,Every Other Weekend (1990),Drama,Every Other Weekend (1990) Drama
856,Mille bolle blu (1993),Comedy,Mille bolle blu (1993) Comedy
857,Crows and Sparrows (1949),Drama,Crows and Sparrows (1949) Drama
858,"Godfather, The (1972)",Action|Crime|Drama,"Godfather, The (1972) Action|Crime|Drama"
859,"Hippie Revolution, The (1996)",Documentary,"Hippie Revolution, The (1996) Documentary"
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,"Maybe, Maybe Not (Bewegte Mann, Der) (1994) Comedy"
861,Supercop (1992),Action|Thriller,Supercop (1992) Action|Thriller
862,Manny & Lo (1996),Drama,Manny & Lo (1996) Drama
863,Celestial Clockwork (1994),Comedy,Celestial Clockwork (1994) Comedy
864,"Wife, The (1995)",Comedy|Drama,"Wife, The (1995) Comedy|Drama"
865,Small Faces (1995),Drama,Small Faces (1995) Drama
866,Bound (1996),Crime|Drama|Romance|Thriller,Bound (1996) Crime|Drama|Romance|Thriller
867,Carpool (1996),Comedy|Crime,Carpool (1996) Comedy|Crime
868,Death in Brunswick (1991),Comedy,Death in Brunswick (1991) Comedy
869,Kansas City (1996),Crime,Kansas City (1996) Crime
870,Gone Fishin' (1997),Comedy,Gone Fishin' (1997) Comedy
871,Lover's Knot (1996),Comedy,Lover's Knot (1996) Comedy
872,Aiqing wansui (1994),Drama,Aiqing wansui (1994) Drama
873,Shadow of Angels (Schatten der Engel) (1976),Drama,Shadow of Angels (Schatten der Engel) (1976) Drama
874,Killer: A Journal of Murder (1995),Crime|Drama,Killer: A Journal of Murder (1995) Crime|Drama
875,Nothing to Lose (1994),Drama,Nothing to Lose (1994) Drama
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,Police Story 4: Project S (Chao ji ji hua) (1993) Action
877,Girls Town (1996),Drama,Girls Town (1996) Drama
878,Bye-Bye (1995),Drama,Bye-Bye (1995) Drama
879,"Relic, The (1997)",Horror,"Relic, The (1997) Horror"
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,"Island of Dr. Moreau, The (1996) Sci-Fi|Thriller"
881,First Kid (1996),Children's|Comedy,First Kid (1996) Children's|Comedy
882,"Trigger Effect, The (1996)",Drama|Thriller,"Trigger Effect, The (1996) Drama|Thriller"
884,Sweet Nothing (1995),Drama,Sweet Nothing (1995) Drama
885,Bogus (1996),Children's|Drama|Fantasy,Bogus (1996) Children's|Drama|Fantasy
886,Bulletproof (1996),Action,Bulletproof (1996) Action
887,Talk of Angels (1998),Drama,Talk of Angels (1998) Drama
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,Land Before Time III: The Time of the Great Giving (1995) Animation|Children's
889,1-900 (1994),Romance,1-900 (1994) Romance
890,Baton Rouge (1988),Thriller,Baton Rouge (1988) Thriller
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,Halloween: The Curse of Michael Myers (1995) Horror|Thriller
892,Twelfth Night (1996),Comedy|Drama|Romance,Twelfth Night (1996) Comedy|Drama|Romance
893,Mother Night (1996),Drama,Mother Night (1996) Drama
894,Liebelei (1933),Romance,Liebelei (1933) Romance
895,Venice/Venice (1992),Drama,Venice/Venice (1992) Drama
896,Wild Reeds (1994),Drama,Wild Reeds (1994) Drama
897,For Whom the Bell Tolls (1943),Adventure|War,For Whom the Bell Tolls (1943) Adventure|War
898,"Philadelphia Story, The (1940)",Comedy|Romance,"Philadelphia Story, The (1940) Comedy|Romance"
899,Singin' in the Rain (1952),Musical|Romance,Singin' in the Rain (1952) Musical|Romance
900,"American in Paris, An (1951)",Musical|Romance,"American in Paris, An (1951) Musical|Romance"
901,Funny Face (1957),Comedy|Musical,Funny Face (1957) Comedy|Musical
902,Breakfast at Tiffany's (1961),Drama|Romance,Breakfast at Tiffany's (1961) Drama|Romance
903,Vertigo (1958),Mystery|Thriller,Vertigo (1958) Mystery|Thriller
904,Rear Window (1954),Mystery|Thriller,Rear Window (1954) Mystery|Thriller
905,It Happened One Night (1934),Comedy,It Happened One Night (1934) Comedy
906,Gaslight (1944),Mystery|Thriller,Gaslight (1944) Mystery|Thriller
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"Gay Divorcee, The (1934) Comedy|Musical|Romance"
908,North by Northwest (1959),Drama|Thriller,North by Northwest (1959) Drama|Thriller
909,"Apartment, The (1960)",Comedy|Drama,"Apartment, The (1960) Comedy|Drama"
910,Some Like It Hot (1959),Comedy|Crime,Some Like It Hot (1959) Comedy|Crime
911,Charade (1963),Comedy|Mystery|Romance|Thriller,Charade (1963) Comedy|Mystery|Romance|Thriller
912,Casablanca (1942),Drama|Romance|War,Casablanca (1942) Drama|Romance|War
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,"Maltese Falcon, The (1941) Film-Noir|Mystery"
914,My Fair Lady (1964),Musical|Romance,My Fair Lady (1964) Musical|Romance
915,Sabrina (1954),Comedy|Romance,Sabrina (1954) Comedy|Romance
916,Roman Holiday (1953),Comedy|Romance,Roman Holiday (1953) Comedy|Romance
917,"Little Princess, The (1939)",Children's|Drama,"Little Princess, The (1939) Children's|Drama"
918,Meet Me in St. Louis (1944),Musical,Meet Me in St. Louis (1944) Musical
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,"Wizard of Oz, The (1939) Adventure|Children's|Drama|Musical"
920,Gone with the Wind (1939),Drama|Romance|War,Gone with the Wind (1939) Drama|Romance|War
921,My Favorite Year (1982),Comedy,My Favorite Year (1982) Comedy
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950) Film-Noir
923,Citizen Kane (1941),Drama,Citizen Kane (1941) Drama
